seq,study_id,effect_id,authors,year,title,journal,doi,priority,l2_deep_reason,dedup_key,country,sample_start,sample_end,n,r,r_quadratic,turning_point,beta,t_value,f_value,df,icrv,cdai,cdai_source,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,extraction_status,coder,notes
274,Dadzie_2021,Dadzie_2021_e1,"Dadzie, Zaynab; Agyapong, Ahmed; Suglo, Abdulai",2021,The role of internationalization in entrepreneurial orientation-performance link: empirical study of SMEs in a developing nation perspective,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-09-2019-0126,Medium,L2:title-I+P-confirmed,dadzie_2021,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
275,Zainudin_2021,Zainudin_2021_e1,"Zainudin, Rozaimah; Mahdzan, Nurul Shahnaz; Mohamad, Norzulkarnien Nor",2021,Internationalisation and financial performance: in the case of global automotive firms,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,Medium,L2:title-I+P-confirmed,zainudin_2021,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
277,Rahko_2021,Rahko_2021_e1,"Rahko, Jaana",2021,R&D internationalization and firm productivity. Does the host country matter?,APPLIED ECONOMICS,10.1080/00036846.2020.1853668,Medium,L2:title-I+P-confirmed,rahko_2021,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
288,Leung_2021,Leung_2021_e1,"Leung, T. Y.; Sharma, Piyush",2021,Differences in the impact of R&D intensity and R&D internationalization on firm performance - Mediating role of innovation performance,JOURNAL OF BUSINESS RESEARCH,,Medium,L2:title-I+P-confirmed,leung_2021,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
292,Meschi_2021,Meschi_2021_e1,"Meschi, Pierre-Xavier; Ricard, Antonin; Moore, Ernesto Tapia",2021,Pre-Internationalization and Performance Conditions of First-Time Exporting SMEs,MANAGEMENT,10.37725/mgmt.v24i1.4507,Medium,L2:title-I+P-confirmed,meschi_2021,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
294,Barlozewski_2021,Barlozewski_2021_e1,"Barlozewski, Krystian; Trapczynski, Piotr",2021,"Is internationalisation beneficial for novice internationalisers? The performance effects of firm-specific advantages, internationalisation degree and firm size revisited",OECONOMIA COPERNICANA,,Medium,L2:title-I+P-confirmed,barlozewski_2021,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
295,UbedaGarcia_2021,UbedaGarcia_2021_e1,"Ubeda-Garcia, Mercedes; Rienda, Laura; Carmen Zaragoza-Saez, Patrocinio; Andreu-Guerrero, Rosario",2021,"The impact of knowledge management on the internationalization, organizational ambidexterity and performance of Spanish hotel chains",INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-10-2020-1141,Medium,L2:title-I+P-confirmed,ubedagarcia_2021,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
296,Zhang_2021,Zhang_2021_e1,"Zhang, Banruo; Li, Zijie; Li, Xiaomeng; Liu, Ziqi",2021,Speed of internationalization and firm performance: the moderating role of potential slack and knowledge assets,CHINESE MANAGEMENT STUDIES,10.1108/cms-06-2020-0249,Medium,L2:title-I+P-confirmed,zhang_2021,,,,,,,,,,,,2,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
301,Merlevede_2021,Merlevede_2021_e1,"Merlevede, Bruno; Theodorakopoulos, Angelos",2021,Productivity effects of internationalisation through the domestic supply chain,JOURNAL OF APPLIED ECONOMETRICS,10.1002/jae.2837,Medium,L2:title-I+P-confirmed,merlevede_2021,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
306,Kazemi_2021,Kazemi_2021_e1,"Kazemi, Ali; Rousta, Alireza; Na'ami, Abdullah",2021,Analyzing the Impact of Export Orientations on Export Performance Through Innovation and Internationalization: The Mediation-Moderation Model,IRANIAN JOURNAL OF MANAGEMENT STUDIES,,Medium,L2:title-I+P-confirmed,kazemi_2021,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
318,Kim_2020,Kim_2020_e1,"Kim, Heechun; Wu, Jie; Schuler, Douglas A.; Hoskisson, Robert E.",2020,"Chinese multinationals' fast internationalization: Financial performance advantage in one region, disadvantage in another",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-019-00279-9,Medium,L2:title-I+P-confirmed,kim_2020,,,,,,,,,,,,2,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
322,Henley_2020,Henley_2020_e1,"Henley, Andrew; Son, Meng",2020,"Innovation, internationalisation and the performance of microbusinesses",INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,Medium,L2:title-I+P-confirmed,henley_2020,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
323,Wang_2020,Wang_2020_e1,"Wang, Ge; Zhang, Huijin; Xia, Bo; Wu, Guangdong; Han, Yilong",2020,Relationship between Internationalization and Financial Performance: Evidence from ENR-Listed Chinese Firms,JOURNAL OF MANAGEMENT IN ENGINEERING,10.1061/(asce)me.1943-5479.0000736,Medium,L2:title-I+P-confirmed,wang_2020,,,,,,,,,,,,2,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
331,Vuorio_2020,Vuorio_2020_e1,"Vuorio, Anna; Torkkeli, Lasse; Sainio, Liisa-Maija",2020,Service innovation and internationalization in SMEs: antecedents and profitability outcomes,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-019-00266-z,Medium,L2:title-I+P-confirmed,vuorio_2020,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
338,Hoxholli_2020,Hoxholli_2020_e1,"Hoxholli, Emi; Kercini, Donika",2020,THE ACTUAL LEVEL OF INTERNATIONALIZATION OF ALBANIAN SMES AND THE MEASURE OF THEIR OVERALL PERFORMANCE,INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES,10.31407/ijees10.121,Medium,L2:title-I+P-confirmed,hoxholli_2020,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
348,Gerschewski_2020,Gerschewski_2020_e1,"Gerschewski, Stephan; Evers, Natasha; Anh Tuan Nguyen; Froese, Fabian Jintae",2020,Trade Shows and SME Internationalisation: Networking for Performance,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-020-00421-y,Medium,L2:title-I+P-confirmed,gerschewski_2020,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
350,Yang_2020,Yang_2020_e1,"Yang, Yi; Yao, Congxu; Li, Ying",2020,The impact of the amount of environmental information disclosure on financial performance: The moderating effect of corporate internationalization,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2010,Medium,L2:title-I+P-confirmed,yang_2020,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
351,Jiang_2020,Jiang_2020_e1,"Jiang, Guohua; Kotabe, Masaaki; Zhang, Feng",2020,"Founder ethnic composition, early internationalization, and new venture performance",JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-020-00281-5,Medium,L2:title-I+P-confirmed,jiang_2020,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
354,Crespo_2020,Crespo_2020_e1,"Crespo, Nuno Fernandes; Simoes, Vitor Corado; Fontes, Margarida",2020,Competitive strategies and international new ventures' performance: Exploring the moderating effects of internationalization duration and preparation,BRQ-BUSINESS RESEARCH QUARTERLY,10.1177/2340944420916334,Medium,L2:title-I+P-confirmed,crespo_2020,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
359,Yang_2020,Yang_2020_e1,"Yang, Guojun; Zhou, Xiaohu; Liang, Zhiyao",2020,Enterprise internationalisation performance evaluation model based on artificial neural network,INTERNATIONAL JOURNAL OF EMBEDDED SYSTEMS,,Medium,L2:title-I+P-confirmed,yang_2020,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
360,Garcia_2020,Garcia_2020_e1,"Leon Garcia, Omar Alexander; Baez Landeros, Eliana Rocio",2020,Analysis of the Relationship Between IT and Industry 4.0 Technologies with Internationalization and Business Performance,INGENIERIA E INVESTIGACION,,Medium,L2:title-I+P-confirmed,garcia_2020,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
366,Jain_2019,Jain_2019_e1,"Jain, Naveen Kumar; Celo, Sokol; Kumar, Vikas",2019,"Internationalization speed, resources and performance: Evidence from Indian software industry",JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2018.09.019,Medium,L2:title-I+P-confirmed,jain_2019,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
367,Sun_2019,Sun_2019_e1,"Sun, Wenbin; Price, Joseph; Ding, Yuan",2019,The longitudinal effects of internationalization on firm performance: The moderating role of marketing capability,JOURNAL OF BUSINESS RESEARCH,,Medium,L2:title-I+P-confirmed,sun_2019,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
368,Rossmannek_2019,Rossmannek_2019_e1,"Rossmannek, Oliver; Rank, Olaf",2019,Internationalization of exploitation alliance portfolios and firm performance,MANAGEMENT DECISION,10.1108/md-11-2017-1105,Medium,L2:title-I+P-confirmed,rossmannek_2019,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
381,Tashman_2019,Tashman_2019_e1,"Tashman, Peter; Marano, Valentina; Babin, Jessica",2019,Firm-specific assets and the internationalization performance relationship in the US movie studio industry,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2019.03.003,Medium,L2:title-I+P-confirmed,tashman_2019,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
382,Cui_2019,Cui_2019_e1,"Cui, Lin; Xu, Ying",2019,Outward FDI and profitability of emerging economy firms: Diversifying from home resource dependence in early stage internationalization,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2019.04.002,Medium,L2:title-I+P-confirmed,cui_2019,,,,,,,,,,,,2,,,3,FDI,financial_perf,,,,,,,L2:title-I+P-confirmed
386,Pittiglio_2019,Pittiglio_2019_e1,"Pittiglio, Rosanna; Reganati, Filippo",2019,Foreign direct investment productivity premium and foreign affiliates' heterogeneity: A comparison between advanced and emerging market overseas investments in the EU,WORLD ECONOMY,10.1111/twec.12837,Medium,L2:title-I+P-confirmed,pittiglio_2019,,,,,,,,,,,,2,,,3,FDI,,,,,,,,L2:title-I+P-confirmed
388,Tang_2019,Tang_2019_e1,"Tang, Chunhui; Tang, Yaojia; Su, Shengwei",2019,"R&D internationalization, product diversification and international performance for emerging market enterprises: An empirical study on Chinese enterprises",EUROPEAN MANAGEMENT JOURNAL,10.1016/j.emj.2018.11.003,Medium,L2:title-I+P-confirmed,tang_2019,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
389,Idris_2019,Idris_2019_e1,"Idris, Aida; Saad, Mohd Najib",2019,The Relative Effects of Entrepreneurial Characteristics and Government Support on the Internationalisation and Performance of Malaysian SMEs,SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,10.21002/seam.v13i1.10757,Medium,L2:title-I+P-confirmed,idris_2019,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
394,Lee_2019,Lee_2019_e1,"Lee, Sunhae; Park, Sae Woon; Namgung, Dam",2019,Internationalization and Performance of SMEs in Masan Free Trade Zone (Korea): The Direct and Moderating Effects of Firm Size,JOURNAL OF KOREA TRADE,10.35611/jkt.2019.23.4.30,Medium,L2:title-I+P-confirmed,lee_2019,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
395,Catanzaro_2019,Catanzaro_2019_e1,"Catanzaro, Alexis; Messeghem, Karim; Sammut, Sylvie",2019,Effectiveness of Export Support Programs: Impact on the Relational Capital and International Performance of Early Internationalizing Small Businesses,JOURNAL OF SMALL BUSINESS MANAGEMENT,10.1111/jsbm.12489,Medium,L2:title-I+P-confirmed,catanzaro_2019,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
397,Woo_2019,Woo_2019_e1,"Woo, Linda; Assaf, A. George; Josiassen, Alexander; Kock, Florian",2019,Internationalization and hotel performance: Agglomeration-related moderators,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2019.03.007,Medium,L2:title-I+P-confirmed,woo_2019,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
398,Iandolo_2019,Iandolo_2019_e1,"Iandolo, Stefano; Ferragina, Anna Maria",2019,Does persistence in internationalization and innovation influence firms' performance?,JOURNAL OF ECONOMIC STUDIES,10.1108/jes-04-2019-0152,Medium,L2:title-I+P-confirmed,iandolo_2019,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
403,Chen_2019,Chen_2019_e1,"Chen, Ying-Yu",2019,Does Efficient Social-Network Structure Benefit the Performance of Business Groups and Core Firms? The Underlying Mediation Mechanism for Small World Network Structure and Internationalization in Cross-Level Business Group Network,NTU MANAGEMENT REVIEW,,Medium,L2:title-I+P-confirmed,chen_2019,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
408,Barzotto_2018,Barzotto_2018_e1,"Barzotto, Mariachiara; Mariotti, Ilaria",2018,Inward FDI and Skilled Labour Force in Veneto Industrial Districts,AGGLOMERATION AND FIRM PERFORMANCE,10.1007/978-3-319-90575-4_5,Medium,L2:prescreen-Y+fp=firm_performance,barzotto_2018,,,,,,,,,,,,,,,3,FDI,firm_performance,,,,,,,L2:prescreen-Y+fp=firm_performance
412,Freixanet_2018,Freixanet_2018_e1,"Freixanet, Joan; Churakova, Iya",2018,"Exploring the Relationship Between Internationalization Stage, Innovation, and Performance: The Case of Spanish Companies",INTERNATIONAL JOURNAL OF BUSINESS,,Medium,L2:title-I+P-confirmed,freixanet_2018,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
415,VelezCalle_2018,VelezCalle_2018_e1,"Velez-Calle, Andres; Sanchez-Henriquez, Fernando; Contractor, Farok",2018,Internationalization and performance: the role of depth and breadth,ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,,Medium,L2:title-I+P-confirmed,velezcalle_2018,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
420,Lee_2018,Lee_2018_e1,"Lee, Seung Hyun; Leem, Choon Seong; Bae, Dae Jung",2018,"The impact of technology capability, human resources, internationalization, market resources, and customer satisfaction on annual sales growth rates of Korean software firms",INFORMATION TECHNOLOGY & MANAGEMENT,10.1007/s10799-018-0287-2,Medium,L2:title-I+P-confirmed,lee_2018,,,,,,,,,,,,1,,,3,other,sales_growth,,,,,,,L2:title-I+P-confirmed
421,JoensuuSalo_2018,JoensuuSalo_2018_e1,"Joensuu-Salo, Sanna; Sorama, Kirsti; Viljamaa, Anmari; Varamaeki, Elina",2018,"Firm Performance among Internationalized SMEs: The Interplay of Market Orientation, Marketing Capability and Digitalization",ADMINISTRATIVE SCIENCES,10.3390/admsci8030031,Medium,L2:title-I+P-confirmed,joensuusalo_2018,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
423,Hosseini_2018,Hosseini_2018_e1,"Hosseini, Mojtaba; Brege, Staffan; Nord, Tomas",2018,A combined focused industry and company size investigation of the internationalization-performance relationship: The case of small and medium-sized enterprises (SMEs) within the Swedish wood manufacturing industry,FOREST POLICY AND ECONOMICS,10.1016/j.forpol.2018.09.013,Medium,L2:title-I+P-confirmed,hosseini_2018,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
427,Sadeghi_2018,Sadeghi_2018_e1,"Sadeghi, Arash; Rose, Elizabeth L.; Chetty, Sylvie",2018,Disentangling the effects of post-entry speed of internationalisation on export performance of INVs,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242618775169,Medium,L2:title-I+P-confirmed,sadeghi_2018,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
433,Peters_2018,Peters_2018_e1,"Peters, Bettina; Riley, Rebecca; Siedschlag, Iulia; Vahter, Priit; McQuinn, John",2018,"Internationalisation, innovation and productivity in services: evidence from Germany, Ireland and the United Kingdom",REVIEW OF WORLD ECONOMICS,10.1007/s10290-018-0313-9,Medium,L2:title-I+P-confirmed,peters_2018,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
439,Jin_2018,Jin_2018_e1,"Jin, Byoungho; Jung, Sojin; Jeong, So Won",2018,Dimensional effects of Korean SME's entrepreneurial orientation on internationalization and performance: the mediating role of marketing capability,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,10.1007/s11365-017-0457-4,Medium,L2:title-I+P-confirmed,jin_2018,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
442,PerezLopez_2018,PerezLopez_2018_e1,"Carmen Perez-Lopez, M.; Elena Gomez-Miranda, M.; Argente-Linares, Eva; Lopez-Sanchez, Lina",2018,"The internationalisation of Spanish family firms through business groups: Factors affecting the profitability, and the moderating effect of the family nature of the Spanish business",REVISTA DE CONTABILIDAD-SPANISH ACCOUNTING REVIEW,10.1016/j.rcsar.2017.09.002,Medium,L2:title-I+P-confirmed,perezlopez_2018,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
443,Hojnik_2018,Hojnik_2018_e1,"Hojnik, Jana; Ruzzier, Mitja; Manolova, Tatiana S.",2018,Internationalization and economic performance: The mediating role of eco-innovation,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2017.10.111,Medium,L2:title-I+P-confirmed,hojnik_2018,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
445,Symeou_2018,Symeou_2018_e1,"Symeou, Pavlos C.; Zyglidopoulos, Stelios; Williamson, Peter",2018,Internationalization as a driver of the corporate social performance of extractive industry firms,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2017.07.004,Medium,L2:title-I+P-confirmed,symeou_2018,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
449,Huynh_2018,Huynh_2018_e1,"Hien Thi Ngoc Huynh; Nguyen, Phuong V.; Tran, Khoa T.",2018,Internationalization and Performance of Vietnamese Manufacturing Firms: Does Organizational Slack Matter?,ADMINISTRATIVE SCIENCES,10.3390/admsci8040064,Medium,L2:title-I+P-confirmed,huynh_2018,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
452,Madaleno_2018,Madaleno_2018_e1,"Madaleno, Mara; Varum, Celeste Amorim; Horta, Isabel",2018,SMEs Performance and Internationalization: A Traditional Industry Approach,ANNALS OF ECONOMICS AND FINANCE,,Medium,L2:title-I+P-confirmed,madaleno_2018,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
453,Purkayastha_2018,Purkayastha_2018_e1,"Purkayastha, Anish",2018,Performance of business group affiliated firms in emerging markets Causal mediation analysis of internationalization and investment into innovation strategy,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,Medium,L2:title-I+P-confirmed,purkayastha_2018,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
455,Nikolchenko_2018,Nikolchenko_2018_e1,"Nikolchenko, Natalia; Zenkevich, Nikolay; Lebedeva, Anastasia",2018,Improvement of Operational performance of Internationalized Companies through Collaboration in Distribution Networks,JOURNAL OF EAST-WEST BUSINESS,10.1080/10669868.2018.1467842,Medium,L2:title-I+P-confirmed,nikolchenko_2018,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
458,Yang_2017,Yang_2017_e1,"Yang, Jing Yu; Lu, Jane; Jiang, Ruihua",2017,"Too Slow or Too Fast? Speed of FDI Expansions, Industry Globalization, and Firm Performance",LONG RANGE PLANNING,10.1016/j.lrp.2016.06.001,Medium,L2:prescreen-Y+fp=firm_performance,yang_2017,,,,,,,,,,,,,,,3,FDI,firm_performance,,,,,,,L2:prescreen-Y+fp=firm_performance
459,Upadhyayula_2017,Upadhyayula_2017_e1,"Upadhyayula, Rajesh S.; Dhandapani, Karthik; Karna, Amit",2017,The Role of Cluster Presence and Quality Certification in Internationalization and Performance of Offshore Service Providers,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.11.004,Medium,L2:title-I+P-confirmed,upadhyayula_2017,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
460,Borda_2017,Borda_2017_e1,"Borda, Armando; Geleilate, Jose-Mauricio G.; Newburry, William; Kundu, Sumit K.",2017,"Firm internationalization, business group diversification and firm performance: The case of Latin American firms",JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2016.11.006,Medium,L2:title-I+P-confirmed,borda_2017,,,,,,,,,,,,1,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
463,Costa_2017,Costa_2017_e1,"Costa, Stefano; Pappalardo, Carmine; Vicarelli, Claudio",2017,Internationalization choices and Italian firm performance during the crisis,SMALL BUSINESS ECONOMICS,,Medium,L2:title-I+P-confirmed,costa_2017,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
472,Dikova_2017,Dikova_2017_e1,"Dikova, Dessislava; van Witteloostuijn, Arjen; Parker, Simon",2017,"Capability, environment and internationalization fit, and financial and marketing performance of MNEs' foreign subsidiaries An abductive contingency approach",CROSS CULTURAL & STRATEGIC MANAGEMENT,,Medium,L2:title-I+P-confirmed,dikova_2017,,,,,,,,,,,,,,,3,subsidiaries,,,,,,,,L2:title-I+P-confirmed
477,Li_2017,Li_2017_e1,"Li, Jie Yi; Cao, Jin Xia; Liu, Yu Qin",2017,A Study on the Effects of Dual Network Embeddedness on Organizational Learning and Internationalization Performance,EURASIA JOURNAL OF MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION,,Medium,L2:title-I+P-confirmed,li_2017,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
480,Popli_2017,Popli_2017_e1,"Popli, Manish; Akbar, Mohammad; Kumar, Vikas; Gaur, Ajai",2017,Performance Impact of Temporal Strategic Fit: Entrainment of Internationalization with Pro-Market Reforms,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1160,Medium,L2:title-I+P-confirmed,popli_2017,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
481,Xu_2017,Xu_2017_e1,"Xu, Xin; Xia, Yun; Li, Chuntao",2017,lInfluence of Chinese entrepreneurial companies' internationalization on independent innovation: Input incentive effect and efficiency improvement effect,CHINA JOURNAL OF ACCOUNTING RESEARCH,10.1016/j.cjar.2017.05.001,Medium,L2:title-I+P-confirmed,xu_2017,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
498,GarciaGarcia_2017,GarciaGarcia_2017_e1,"Garcia-Garcia, Raquel; Garcia-Canal, Esteban; Guillen, Mauro F.",2017,Rapid internationalization and long-term performance: The knowledge link,JOURNAL OF WORLD BUSINESS,,Medium,L2:title-I+P-confirmed,garciagarcia_2017,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
502,Jeong_2016,Jeong_2016_e1,"Jeong, So Won",2016,Types of foreign networks and internationalization performance of Korean SMEs,MULTINATIONAL BUSINESS REVIEW,,Medium,L2:title-I+P-confirmed,jeong_2016,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
504,Horta_2016,Horta_2016_e1,"Horta, Isabel M.; Kapelko, Magdalena; lansink, Alfons OuDe; Camanho, Ana S.",2016,THE IMPACT OF INTERNATIONALIZATION AND DIVERSIFICATION ON CONSTRUCTION INDUSTRY PERFORMANCE,INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,,Medium,L2:title-I+P-confirmed,horta_2016,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
506,Moreno_2016,Moreno_2016_e1,"de Jorge Moreno, Justo; Rojas Carrasco, Oscar",2016,"Efficiency, internationalization and market positioning in textiles fast fashion The Inditex case",INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MANAGEMENT,10.1108/ijrdm-04-2015-0064,Medium,L2:title-I+P-confirmed,moreno_2016,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
508,Brida_2016,Brida_2016_e1,"Brida, Juan Gabriel; Ramon-Rodriguez, Ana B.; Jesus Such-Devesa, Maria; Driha, Oana",2016,The inverted-U relationship between the degree of internationalization and the performance: The case of Spanish hotel chains,TOURISM MANAGEMENT PERSPECTIVES,10.1016/j.tmp.2015.12.016,Medium,L2:title-I+P-confirmed,brida_2016,,,,,,,,,,,,,,,3,DOI,,,,,,,,L2:title-I+P-confirmed
511,Wu_2016,Wu_2016_e1,"Wu, Jie; Wang, Chengqi; Hong, Junjie; Piperopoulos, Panagiotis; Zhuo, Shuaihe",2016,Internationalization and innovation performance of emerging market enterprises: The role of host-country institutional development,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.09.002,Medium,L2:title-I+P-confirmed,wu_2016,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
514,Hilmersson_2016,Hilmersson_2016_e1,"Hilmersson, Mikael; Johanson, Martin",2016,Speed of SME Internationalization and Performance,MANAGEMENT INTERNATIONAL REVIEW,,Medium,L2:title-I+P-confirmed,hilmersson_2016,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
516,Bekes_2016,Bekes_2016_e1,"Bekes, Gabor; Murakoezy, Balazs",2016,Measuring productivity premia with many modes of internationalization,ECONOMICS LETTERS,,Medium,L2:title-I+P-confirmed,bekes_2016,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
517,FernandezOlmos_2016,FernandezOlmos_2016_e1,"Fernandez-Olmos, Marta; Gargallo-Castel, Ana; Giner-Bagues, Enrique",2016,Internationalisation and performance in Spanish family SMES: The W-curve,BRQ-BUSINESS RESEARCH QUARTERLY,,Medium,L2:title-I+P-confirmed,fernandezolmos_2016,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
518,Pinho_2016,Pinho_2016_e1,"Pinho, Jose Carlos; Prange, Christiane",2016,The effect of social networks and dynamic internationalization capabilities on international performance,JOURNAL OF WORLD BUSINESS,,Medium,L2:title-I+P-confirmed,pinho_2016,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
523,Assaf_2016,Assaf_2016_e1,"Assaf, A. George; Josiassen, Alexander; Oh, Haemoon",2016,Internationalization and hotel performance: The missing pieces,TOURISM ECONOMICS,,Medium,L2:title-I+P-confirmed,assaf_2016,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
526,Miller_2016,Miller_2016_e1,"Miller, Stewart R.; Lavie, Dovev; Delios, Andrew",2016,"International intensity, diversity, and distance: Unpacking the internationalization-performance relationship",INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2015.12.003,Medium,L2:title-I+P-confirmed,miller_2016,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
