id,title,authors,year,journal,doi,screen_decision,screen_reason,round2_decision,round2_reason
S0153,Role of international strategic alliances in internationalization of business group affiliated firms-A system dynamics approach,"Mishra, Divya; Mital, Amita; Srivastava, Samir K.",2023,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,10.1002/sres.2856,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0162,Reshaping Internationalization Strategy and Control for Global E-Commerce and Digital Transactions: A Hayekian Perspective,"Cha, Hongryol; Kotabe, Masaaki; Wu, Jie",2023,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-022-00494-x,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0166,Competence and enterprise of management as drivers of early foreign listing of medium-sized emerging market multinationals (EMNEs) from Africa,"Adams, Kweku; Attah-Boakye, Rexford; Yu, Honglan; Chu, Irene; Ishaque, Maria",2023,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2023.113660,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0169,Immigrant and native's export benefiting from business collaborations: a global study,"Ashourizadeh, Shayegheh; Saeedikiya, Mehrzad",2023,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2023.128812,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0171,Spillover effects of foreign direct investment on manufacturing exports and imports in Indonesia,"Yasin, Mohammad Zeqi; Esquivias, Miguel Angel",2023,STUDIES IN ECONOMICS AND FINANCE,10.1108/sef-12-2022-0551,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0173,FDI or International-Trade-Driven Green Growth of 24 Korean Manufacturing Industries? Evidence from Heterogeneous Panel Based on Non-Causality Test,"Wang, Mengzhen; Ding, Xingong; Choi, Baekryul",2023,SUSTAINABILITY,10.3390/su15075753,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0177,"Internationalisation, employment generation and wage premia: evidence from Indian manufacturing firms","Aggarwal, Anshul; Sharma, Chandan",2023,MANAGERIAL AND DECISION ECONOMICS,10.1002/mde.3936,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0181,Foreign direct investment and employee income share: Firm-level evidence,"Feng, Ya; Wen, Junqi",2023,FINANCE RESEARCH LETTERS,10.1016/j.frl.2023.103893,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0183,How corporate rent-seeking affects outward FDI--Empirical evidence based on A-share listed manufacturing companies,"Bi, Wenjing; Li, Jiansheng; Xu, Weiyin; Zhang, Xiaotao",2023,FINANCE RESEARCH LETTERS,10.1016/j.frl.2023.104266,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0184,In search of markets and technology: the role of cross-border knowledge for domestic productivity,"Arvanitis, Spyros; Seliger, Florian; Woerter, Martin",2023,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtad045,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0191,Promoting the International Competitiveness of Small and Medium-Sized Enterprises Through Cross-Border E-Commerce Development,"Wen, Huwei; Liu, Yutong; Zhou, Fengxiu",2023,SAGE OPEN,10.1177/21582440231210119,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0193,Outward FDI and its impact on the parent firm: A case of Indian manufacturing firms,"Krishnan, Amal; Mundakkad, Padmaja",2023,ECONOMICS BULLETIN,10.1007/978-981-97-8999-3_3,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0194,"Informal institutions, entrepreneurs' political participation, and venture internationalization","Li, Dan; Wei, Li-Qun; Cao, Qing; Chen, Deqiu",2022,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-021-00402-9,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0196,Do internationalizing business group affiliates perform better after promarket reforms? Evidence from Korean SMEs,"Shin, Joonho; Mendoza, Xavier; Choi, Changbum",2022,ASIA PACIFIC JOURNAL OF MANAGEMENT,10.1007/s10490-021-09751-3,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0199,Export activities and the demand for skills in German businesses,"Koelling, Arnd; Mertens, Antje",2022,EMPIRICA,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0202,Chairpersons' hubris and internationalization: evidence from emerging market's family business groups,"Agnihotri, Arpita; Bhattacharya, Saurabh",2022,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-10-2020-0196,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0208,Exporting by Private Equity-Backed Portfolio Companies,"Wilson, Nick; Uddin, Moshfique; Wright, Mike",2022,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12566,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0211,Internationalization of Large Companies from Central and Eastern Europe or the Birth of New Stars,"Cela, Arjona; Hysa, Eglantina; Voica, Marian Catalin; Panait, Mirela; Manta, Otilia",2022,SUSTAINABILITY,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0212,Does internationalization encourage state-owned enterprises to utilize subsidies to innovate? Evidence from high-tech and automobile manufacturing industries of Chinese listed companies,"Xie, Yu; Boadu, Francis; Tang, Hongjuan",2022,CHINESE MANAGEMENT STUDIES,10.1108/cms-06-2021-0250,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0213,Successful reconfiguration and network evolution within the multinational company,"Valdemarin, Stefano; Mayrhofer, Ulrike",2022,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,10.1108/jocm-12-2020-0367,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0216,Leadership in internationalization strategies,"Barac, Maja; Moner-Colonques, Rafael",2022,MANCHESTER SCHOOL,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0217,The Presence of Foreign Capital and the Internationalization of Portuguese Industrial SMEs,"Pacheco, Luis; Lobo, Carla; Maldonado, Isabel",2022,JOURNAL OF RISK AND FINANCIAL MANAGEMENT,10.3390/jrfm15020068,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0219,The innovation and exports interplay across Africa: Does business environment matter?,"Tandrayen-Ragoobur, Verena",2022,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,10.1080/09638199.2022.2051588,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0220,Servicification and manufacturing exports: Evidence from India,"Pattnayak, Sanja Samirana; Chadha, Alka",2022,ECONOMIC MODELLING,10.1016/j.econmod.2022.105756,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0231,The U-Shaped Effect and Its Reversal Mechanism of Export and Innovation-Evidence From Chinese Industrial Enterprises,"Cao, Xin; Li, Peng; Fan, Limin; Jiang, Yuan; Huang, Xiaozhi",2022,FRONTIERS IN ECOLOGY AND EVOLUTION,10.3389/fevo.2022.869971,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0232,Exports and outward FDI as drivers of eco-innovations. An analysis based on Spanish manufacturing firms,"Torrecillas, Celia; Fernandez, Sara",2022,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2022.131243,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0236,"Disaggregating Multinationality: An Empirical Examination of Aggregation, Adaptation, and Arbitrage Activities by U.S. Multinational Corporations","Berry, Heather; Kaul, Aseem",2022,STRATEGY SCIENCE,10.1287/stsc.2022.0158,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0238,University-Industry Collaboration in a Cross-Border Iberian Regions,"Mascarenhas, Carla; Marques, Carla; Ferreira, Joao J.; Galvao, Anderson",2022,INTERNATIONAL REGIONAL SCIENCE REVIEW,10.1177/01600176211066470,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0239,Organizational goals and resource allocation to overseas foreign direct investment,"Bai, Tao; Liesch, Peter",2022,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2022.101308,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0240,Organizational learning in SMEs? internationalization: A moderated mediating effect of absorptive capacity,"Kang, Yuanfei; Zhao, Chao; Battisti, Martina",2022,LONG RANGE PLANNING,10.1016/j.lrp.2022.102220,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0247,The role of slack resources and managerial capabilities in early and late internationalization: a configurational approach,"Vuorio, Anna; Faroque, Anisur R.; Kuivalainen, Olli",2022,SMALL ENTERPRISE RESEARCH,10.1080/13215906.2022.2113742,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0249,"Internationalization, foreign exchange exposure and firm risk","Likitwongkajon, Napaporn; Vithessonthi, Chaiporn",2022,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,10.1016/j.irfa.2022.102334,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0255,Internationalization strategies of multi-product firms: The role of technology,"Baumgarten, Daniel; Irlacher, Michael; Mayr-Dorn, Karin",2022,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0259,Do interlocks by different types of directors affect the nature of internationalization strategy of emerging market multinationals?,"Edacherian, Saneesh; Panicker, Vidya Sukumara",2022,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2021.101953,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0261,Early internationalisation of entrepreneurial firms: the role of artificial intelligence enhanced business models,"Arshi, Tahseen Anwer; Rao, Venkoba; Begum, Vazeerjan; Capar, Nejat",2022,JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT,10.1504/jibed.2022.10055241,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0262,The internationalization of new ventures in an emerging economy: The shifting role of industry concentration,"Saiyed, Abrar Ali; Fernhaber, Stephanie A.; Basant, Rakesh; Dhandapani, Karthik",2021,ASIA PACIFIC JOURNAL OF MANAGEMENT,10.1007/s10490-020-09712-2,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0269,Globalization and the labor share in China: Firm-level evidence,"Yang, Chih-Hai; Tsou, Meng-Wen",2021,MANCHESTER SCHOOL,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0272,Internationalisation path heterogeneity and growth for international new ventures,"Guo, Bin; Wang, Zhen",2021,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0279,Exports of Spanish manufacturing firms and financial constraints,"Manez, Juan A.; Vicente-Chirivella, Oscar",2021,BRQ-BUSINESS RESEARCH QUARTERLY,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0281,Vanguards of globalization: Organization and political action among America's pro-trade firms,"Osgood, Iain",2021,BUSINESS AND POLITICS,10.1017/bap.2019.31,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0282,How to Increase the Internationalization Capacity of Science & Technology Park Firms: Some Lessons for The Managers,"Imer, Sabahattin Tugrul; Oktem, Mustafa Kemal; Kaskati, Osman Tolga",2021,SOSYOEKONOMI,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0283,Emerging Market Multinational Family Business Groups and the Use of Family Managers in Foreign Subsidiaries,"Chung, Hsi-Mei; Dahms, Sven; Kao, Pao T.",2021,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-021-00437-y,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0284,Does age matter? The impact of SMEs age on the relationship between knowledge sourcing strategy and internationalization,"Santoro, Gabriele; Mazzoleni, Alberto; Quaglia, Roberto; Solima, Ludovico",2021,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2019.05.021,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0285,Using the Resource-Based View in Multinational Enterprise Research,"Beamish, Paul W.; Chakravarty, Dwarka",2021,JOURNAL OF MANAGEMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0287,Globalisation: blessing or curse? Evidence from the insurance industry,"Biener, Christian; Eling, Martin; Jia, Ruo",2021,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2021.113232,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0291,"Strategic agility, internationalisation speed and international success - The role of coordination mechanisms and growth modes","Demir, Robert; Campopiano, Giovanna; Kruckenhauser, Christian; Bauer, Florian",2021,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2021.100838,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0298,Taking social responsibilities overseas? The learning paths and performance consequences of Chinese multinationals,"Wu, Sihong; Fan, Di",2021,JOURNAL OF GENERAL MANAGEMENT,10.1177/0306307020984566,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0300,How does manufacturing output affect export behaviors in emerging market economies? Evidence from a dynamic panel ARDL for ten biggest emerging market economies,"Sankaran, Arumugam; Krishna, Arjun; Vadivel, Arjunan",2021,FUTURE BUSINESS JOURNAL,10.1186/s43093-021-00072-x,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0302,Information and Communication Technology Adoption Strategies of Emerging Multinationals From India,"Mondal, Arindam; Chakrabarti, Amit Baran",2021,JOURNAL OF GLOBAL INFORMATION MANAGEMENT,10.4018/jgim.20210901.oa9,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0303,Does the Technological Diversification and R&D Internationalization of eMNCs Promote Enterprise Innovation? An Empirical Study on China's Publicly Listed Companies,"Li, Jing; Wang, Jun",2021,JOURNAL OF GLOBAL INFORMATION MANAGEMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0304,Environmental sustainability practices and offshoring activities of multinational corporations across emerging and developed markets,"Lartey, Theophilus A.; Amankwah-Amoah, Joseph; Danso, Albert; Adomako, Samuel; Khan, Zaheer; Tarba, Shlomo Y.",2021,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2020.101789,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0305,Internationalization-Innovation Strategy in New Ventures: A Log-linear Analysis,"Alves, Marlon F. R.; Bansi, Ana Claudia; Kim, Sahrok; Oliveira, Maxwell F.; Galina, Simone V. R.",2021,GLOBAL BUSINESS REVIEW,10.1177/09721509211034058,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0308,Determinants of Domestic Value Added in Exports: Empirical Evidence from India's Manufacturing Sectors,"Aggarwal, Sakshi; Chakraborty, Debashis; Bhattacharyya, Ranajoy",2021,GLOBAL BUSINESS REVIEW,10.1177/09721509211050138,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0311,Knowledge assets for internationalization strategy proposal,"Orero-Blat, Maria; Palacios-Marques, Daniel; Garzon, Dolores",2021,JOURNAL OF INNOVATION & KNOWLEDGE,10.1016/j.jik.2020.08.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0312,The post-acquisition performance of cross-border mergers and acquisitions conducted by Chinese firms in the high-tech industries: Profitable or innovative?,"Yang, Monica; Ai, Qi",2021,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22192,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0314,Internationalization pathways of Chinese private firms: A closer look at firm-specific advantages,"Driffield, Nigel; Du, Jun; Song, Meng",2021,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2021.100835,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0315,Can proactive environmental strategy improve Multilatinas' level of internationalization? The moderating role of board independence,"Duque-Grisales, Eduardo; Aguilera-Caracuel, Javier; Guerrero-Villegas, Jaime; Garcia-Sanchez, Encarnacion",2020,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.2377,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0319,Improving firm survival: exports or outward foreign direct investment?,"Dai, Meihong; Li, Ben",2020,POST-COMMUNIST ECONOMIES,10.1080/14631377.2019.1678097,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0325,Foreign venture capital firms and internationalization of ventures,"Woo, Heejin",2020,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-09-2019-0104,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0326,Downstream offshoring and firm-level employment,"Merlevede, Bruno; Michel, Bernhard",2020,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,10.1111/caje.12425,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0332,Speed of FDI expansions and the survival of Korean SMEs: the moderating role of ownership structure,"Cho, Jaeyoung; Lee, Jangwoo",2020,ASIAN BUSINESS & MANAGEMENT,10.1057/s41291-018-0045-7,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0333,Linking governance structure and sustainable operations of Chinese manufacturing firms: The moderating effect of internationalization,"Liu, Tiansen; Liu, He; Zhang, Yufeng; Song, Yazhi; Su, Yi; Zhu, Yue",2020,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2019.119949,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0342,Development of entrepreneurial orientation of export manufacturers from emerging economies,"Rwehumbiza, Deusdedit; Marinov, Marin A.",2020,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,10.1007/s11365-019-00580-x,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0343,OUTWARD INTERNATIONALISATION OF EMERGING MARKET SMALL AND MEDIUM SIZED ENTERPRISES: CONTRACT MANUFACTURING RELATIONSHIP WITH DEVELOPED MARKET MULTINATIONAL ENTERPRISE(S) AND CAPABILITIES DEVELOPMENT,"Arslan, Ahmad; Naughton, Sean; Tabas, Abdollah Mohammadparast; Puhakka, Vesa",2020,"INTERNATIONAL ENTREPRENEURSHIP IN EMERGING MARKETS: NATURE, DRIVERS, BARRIERS AND DETERMINANTS",10.1108/s2040-724620190000010010,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0345,Environmental sustainability practices and exports: The interplay of strategy and institutions in Latin America,"Arora, Punit; De, Prabal",2020,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2020.101094,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0364,The interplay between exports and technological collaborations: effects on SME growth,"Teresa Bolivar-Ramos, Maria; Capelleras, Joan-Lluis; Rialp-Criado, Alex; Rialp-Criado, Josep",2020,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,10.1504/ijtm.2020.112156,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0372,An Effectual-Causal View of Managerial Decisions in the Internationalization of Indian MNEs,"Dash, Rupanwita; Ranjan, Kumar Rakesh",2019,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2018.09.001,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0373,Internationalization and failure risk patterns Evidence from young Estonian manufacturing exporters,"Lukason, Oliver; Vissak, Tiia",2019,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0374,Gains from multinational competition for cross-border firm acquisition,"Koska, Onur A.",2019,ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,10.5018/economics-ejournal.ja.2019-20,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0375,MODELLING INTERNATIONALIZATION OF HIGH GROWTH FIRMS: MICRO LEVEL APPROACH,"Korsakiene, Renata; Kozak, Vratislav; Bekesiene, Svajone; Smaliukiene, Rasa",2019,E & M EKONOMIE A MANAGEMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0376,Adapting and sustaining operations in weak institutional environments: A business ecosystem assessment of a Chinese MNE in Central Africa,"Parente, Ronaldo; Rong, Ke; Geleilate, Jose-Mauricio G.; Misati, Everlyne",2019,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-018-0179-z,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0377,Effects of prior market experiences and firm-specific resources on developed economy SMEs' export exit from emerging markets: Complementary or compensatory?,"Sandberg, Susanne; Sui, Sui; Baum, Matthias",2019,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2018.10.014,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
