seq,title,authors,year,journal,doi_enriched,doi_source,study_id,effect_id,country,sample_start,sample_end,n,r,r_quadratic,turning_point,icrv,cdai,cdai_source,cdai_missing,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,include_flag,notes,prescreen_flag,prescreen_reason,prescreen_icrv,prescreen_doi_type,prescreen_fp_type,l2_deep_flag,l2_deep_reason,priority,dedup_status,dedup_key
276,Sector productivity and geographical diversification as export enhancing factors: the case of Portugal,"Andre, Nuno Miguel Queimado",2021,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,,crossref_no_match,Andre_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,UNSURE,NO-CLEAR-SIGNAL,,,,Y,L2:title-I+P-confirmed,High,new_unique,andre_2021
277,R&D internationalization and firm productivity. Does the host country matter?,"Rahko, Jaana",2021,APPLIED ECONOMICS,10.1080/00036846.2020.1853668,crossref_score=68,Rahko_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,rahko_2021
278,"Resource indivisibility, lumpy costs and the multinationality-performance relationship","Ref, Ohad; Gnizy, Itzhak",2021,INTERNATIONAL MARKETING REVIEW,10.1108/imr-05-2020-0094,crossref_score=84,Ref_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,ref_2021
280,Export status and SME productivity: Learning-to-export versus learning-by-exporting,"Gkypali, Areti; Love, James H.; Roper, Stephen",2021,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2021.02.026,crossref_score=88,Gkypali_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:exporter+fp-confirmed,UNSURE,WEAK-INCL:exporter,,,,Y,L2:exporter+fp-confirmed,Low,new_unique,gkypali_2021
286,Outward FDI and efficiency in within-firm resource allocation-Evidence from firm-level data of China,"Chen, Lili; Guo, Shaoyu; Lu, Jian; Gerschewski, Stephan",2021,JOURNAL OF ASIAN ECONOMICS,10.1016/j.asieco.2021.101298,crossref_score=82,Chen_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:FDI,2,FDI,,Y,L2:title-I+P-confirmed,Medium,uncertain-near-year-match,chen_2021
288,Differences in the impact of R&D intensity and R&D internationalization on firm performance - Mediating role of innovation performance,"Leung, T. Y.; Sharma, Piyush",2021,JOURNAL OF BUSINESS RESEARCH,,crossref_no_match,Leung_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,leung_2021
292,Pre-Internationalization and Performance Conditions of First-Time Exporting SMEs,"Meschi, Pierre-Xavier; Ricard, Antonin; Moore, Ernesto Tapia",2021,MANAGEMENT,10.37725/mgmt.v24i1.4507,crossref_score=69,Meschi_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|exporter,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,meschi_2021
293,Internationalizing the Coopetition Construct: Quadratic Effects on Financial Performance Under Different Degrees of Export Intensity and an Export Geographical Scope,"Crick, James M.; Crick, Dave",2021,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x20988260,crossref_score=110,Crick_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,,export_ratio,financial_perf,Y,L2:title-I+P-confirmed,High,new_unique,crick_2021
294,"Is internationalisation beneficial for novice internationalisers? The performance effects of firm-specific advantages, internationalisation degree and firm size revisited","Barlozewski, Krystian; Trapczynski, Piotr",2021,OECONOMIA COPERNICANA,,crossref_no_match,Barlozewski_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,barlozewski_2021
295,"The impact of knowledge management on the internationalization, organizational ambidexterity and performance of Spanish hotel chains","Ubeda-Garcia, Mercedes; Rienda, Laura; Carmen Zaragoza-Saez, Patrocinio; Andreu-Guerrero, Rosario",2021,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-10-2020-1141,crossref_score=75,UbedaGarcia_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,ubedagarcia_2021
296,Speed of internationalization and firm performance: the moderating role of potential slack and knowledge assets,"Zhang, Banruo; Li, Zijie; Li, Xiaomeng; Liu, Ziqi",2021,CHINESE MANAGEMENT STUDIES,10.1108/cms-06-2020-0249,crossref_score=66,Zhang_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,2,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,zhang_2021
297,Exploring nonlinear linkage between profitability and leverage: US multinational versus domestic corporations,"Alnori, Faisal",2021,JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,10.1111/jifm.12134,crossref_score=100,Alnori_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|financial-perf,1,other,financial_perf,Y,L2:title-I+P-confirmed,Low,new_unique,alnori_2021
301,Productivity effects of internationalisation through the domestic supply chain,"Merlevede, Bruno; Theodorakopoulos, Angelos",2021,JOURNAL OF APPLIED ECONOMETRICS,10.1002/jae.2837,crossref_score=68,Merlevede_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,merlevede_2021
306,Analyzing the Impact of Export Orientations on Export Performance Through Innovation and Internationalization: The Mediation-Moderation Model,"Kazemi, Ali; Rousta, Alireza; Na'ami, Abdullah",2021,IRANIAN JOURNAL OF MANAGEMENT STUDIES,,crossref_no_match,Kazemi_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,kazemi_2021
309,Degree of Internationalization and Performance of High-tech Small and Medium-sized Enterprises: Evidence from Korea,"Shin, Joon-Ho; Kim, Chang-Bong",2021,JOURNAL OF KOREA TRADE,10.35611/jkt.2021.25.7.1,crossref_score=62,Shin_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|DOI,1,DOI,,Y,L2:title-I+P-confirmed,Medium,uncertain-near-year-match,shin_2021
317,"Does it pay to be a multinational? A large-sample, cross-national replication assessing the multinationality-performance relationship","Pisani, Niccolo; Garcia-Bernardo, Javier; Heemskerk, Eelke",2020,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.3087,crossref_score=78,Pisani_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,pisani_2020
318,"Chinese multinationals' fast internationalization: Financial performance advantage in one region, disadvantage in another","Kim, Heechun; Wu, Jie; Schuler, Douglas A.; Hoskisson, Robert E.",2020,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-019-00279-9,crossref_score=81,Kim_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|MNE|financial-perf,2,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,kim_2020
322,"Innovation, internationalisation and the performance of microbusinesses","Henley, Andrew; Son, Meng",2020,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,crossref_no_match,Henley_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,henley_2020
323,Relationship between Internationalization and Financial Performance: Evidence from ENR-Listed Chinese Firms,"Wang, Ge; Zhang, Huijin; Xia, Bo; Wu, Guangdong; Han, Yilong",2020,JOURNAL OF MANAGEMENT IN ENGINEERING,10.1061/(asce)me.1943-5479.0000736,crossref_score=75,Wang_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,2,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,wang_2020
327,"Family involvement, internationalisation and performance: An empirical study of the Spanish hotel industry","Rienda, Laura; Claver, Enrique; Andreu, Rosario",2020,JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT,10.1016/j.jhtm.2020.01.002,crossref_score=71,Rienda_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,uncertain-near-year-match,rienda_2020
328,The multinationality and performance relationship: Revisiting the literature and exploring the implications,"Nguyen, Quyen T. K.; Kim, Sylvia",2020,INTERNATIONAL BUSINESS REVIEW,,crossref_no_match,Nguyen_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,nguyen_2020
329,"Global sourcing, productivity and export intensity","Bandick, Roger",2020,WORLD ECONOMY,10.1111/twec.12887,crossref_score=68,Bandick_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,UNSURE,NO-CLEAR-SIGNAL,,export_ratio,,Y,L2:title-I+P-confirmed,High,new_unique,bandick_2020
330,Exploring the exporting-downsizing link: Does the type of export strategy and firm efficiency in foreign markets matter?,"Campos-Garcia, Irene; Munoz-Bullon, Fernando; Sanchez-Bueno, Maria J.; Angel Zuniga-Vicente, Jose",2020,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2019.10.074,crossref_score=81,CamposGarcia_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:exporter+fp-confirmed,UNSURE,WEAK-INCL:exporter,,,,Y,L2:exporter+fp-confirmed,Low,new_unique,camposgarcia_2020
331,Service innovation and internationalization in SMEs: antecedents and profitability outcomes,"Vuorio, Anna; Torkkeli, Lasse; Sainio, Liisa-Maija",2020,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-019-00266-z,crossref_score=70,Vuorio_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,vuorio_2020
338,THE ACTUAL LEVEL OF INTERNATIONALIZATION OF ALBANIAN SMES AND THE MEASURE OF THEIR OVERALL PERFORMANCE,"Hoxholli, Emi; Kercini, Donika",2020,INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES,10.31407/ijees10.121,crossref_score=67,Hoxholli_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,hoxholli_2020
339,The relationship between board diversity and firm performance in the lodging industry: The moderating role of internationalization,"Song, Hyoung Ju; Yoon, Yu Na; Kang, Kyung Ho",2020,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2020.102461,crossref_score=66,Song_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,uncertain-near-year-match,song_2020
346,A Patulous Progress: International Entrepreneurship Effects on Chinese Born-Global Firm Performance,"Yu, Ying; Hu, Xiaoling; Wang, Yong; Ward, Philippa",2020,SUSTAINABILITY,10.3390/su12145508,crossref_score=72,Yu_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:prescreen-Y+fp=firm_performance,Y,INCL:firm-performance,2,,firm_performance,Y,L2:prescreen-Y+fp=firm_performance,Low,new_unique,yu_2020
348,Trade Shows and SME Internationalisation: Networking for Performance,"Gerschewski, Stephan; Evers, Natasha; Anh Tuan Nguyen; Froese, Fabian Jintae",2020,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-020-00421-y,crossref_score=69,Gerschewski_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,gerschewski_2020
350,The impact of the amount of environmental information disclosure on financial performance: The moderating effect of corporate internationalization,"Yang, Yi; Yao, Congxu; Li, Ying",2020,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2010,crossref_score=62,Yang_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,yang_2020
351,"Founder ethnic composition, early internationalization, and new venture performance","Jiang, Guohua; Kotabe, Masaaki; Zhang, Feng",2020,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-020-00281-5,crossref_score=66,Jiang_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,jiang_2020
353,The existence of W-shaped relationship between internationalization and firm performance: An empirical study of enterprises in Cameroon,Anh Tu Phan; Thi Bach Yen Tran; Thanh Thuy Lu,2020,DECISION SCIENCE LETTERS,10.5267/j.dsl.2020.7.001,crossref_score=81,Phan_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,in_existing,phan_2020
354,Competitive strategies and international new ventures' performance: Exploring the moderating effects of internationalization duration and preparation,"Crespo, Nuno Fernandes; Simoes, Vitor Corado; Fontes, Margarida",2020,BRQ-BUSINESS RESEARCH QUARTERLY,10.1177/2340944420916334,crossref_score=76,Crespo_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,crespo_2020
355,When geography matters: International diversification and firm performance of Spanish multinationals,"Mendoza, Xavier; Espinosa-Mendez, Christian; Araya-Castillo, Luis",2020,BRQ-BUSINESS RESEARCH QUARTERLY,10.1177/2340944420898981,crossref_score=75,Mendoza_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:prescreen-Y+fp=firm_performance,Y,INCL:MNE|geo-diversification|firm-performance,,geographic_diversification,firm_performance,Y,L2:prescreen-Y+fp=firm_performance,High,new_unique,mendoza_2020
358,The S-Shaped Relationship Between internationalization and Performance: Empirical Evidence from Laos,Tu Anh Phan; Thuy Thi Kim Nguyen; Triet Minh Phan,2020,JOURNAL OF ASIAN FINANCE ECONOMICS AND BUSINESS,10.13106/jafeb.2020.vol7.no11.357,crossref_score=80,Phan_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,in_existing,phan_2020
359,Enterprise internationalisation performance evaluation model based on artificial neural network,"Yang, Guojun; Zhou, Xiaohu; Liang, Zhiyao",2020,INTERNATIONAL JOURNAL OF EMBEDDED SYSTEMS,,crossref_no_match,Yang_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,yang_2020
360,Analysis of the Relationship Between IT and Industry 4.0 Technologies with Internationalization and Business Performance,"Leon Garcia, Omar Alexander; Baez Landeros, Eliana Rocio",2020,INGENIERIA E INVESTIGACION,,crossref_no_match,Garcia_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,garcia_2020
362,Chinese Service Multinationals: The Degree of Internationalization and Performance,"Wei, Ziyi; Nguyen, Quyen T. K.",2020,MANAGEMENT INTERNATIONAL REVIEW,,crossref_no_match,Wei_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|MNE|DOI,2,DOI,,Y,L2:title-I+P-confirmed,Medium,uncertain-near-year-match,wei_2020
363,Do Export Activities Improve Small Firm Performance? Evidence from Indonesia,"Revindo, Mohamad Dian; Gan, Christopher; Alta, Aditya",2020,SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,10.21002/seam.v14i2.11771,crossref_score=77,Revindo_2020,,,,,,,,,,,,,3,,,,,,,Y,L2:prescreen-Y+fp=firm_performance,Y,INCL:firm-performance,2,,firm_performance,Y,L2:prescreen-Y+fp=firm_performance,Low,new_unique,revindo_2020
366,"Internationalization speed, resources and performance: Evidence from Indian software industry","Jain, Naveen Kumar; Celo, Sokol; Kumar, Vikas",2019,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2018.09.019,crossref_score=64,Jain_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,jain_2019
367,The longitudinal effects of internationalization on firm performance: The moderating role of marketing capability,"Sun, Wenbin; Price, Joseph; Ding, Yuan",2019,JOURNAL OF BUSINESS RESEARCH,,crossref_no_match,Sun_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,sun_2019
368,Internationalization of exploitation alliance portfolios and firm performance,"Rossmannek, Oliver; Rank, Olaf",2019,MANAGEMENT DECISION,10.1108/md-11-2017-1105,crossref_score=75,Rossmannek_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,rossmannek_2019
381,Firm-specific assets and the internationalization performance relationship in the US movie studio industry,"Tashman, Peter; Marano, Valentina; Babin, Jessica",2019,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2019.03.003,crossref_score=75,Tashman_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,1,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,tashman_2019
382,Outward FDI and profitability of emerging economy firms: Diversifying from home resource dependence in early stage internationalization,"Cui, Lin; Xu, Ying",2019,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2019.04.002,crossref_score=94,Cui_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|FDI|financial-perf,2,FDI,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,cui_2019
386,Foreign direct investment productivity premium and foreign affiliates' heterogeneity: A comparison between advanced and emerging market overseas investments in the EU,"Pittiglio, Rosanna; Reganati, Filippo",2019,WORLD ECONOMY,10.1111/twec.12837,crossref_score=109,Pittiglio_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:FDI,2,FDI,,Y,L2:title-I+P-confirmed,Medium,new_unique,pittiglio_2019
387,Do Export Learning Processes Affect Sales Growth in Exporting Activities?,"Assadinia, Shahin; Boso, Nathaniel; Hultman, Magnus; Robson, Matthew",2019,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x19848425,crossref_score=79,Assadinia_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:prescreen-Y+fp=sales_growth,Y,INCL:exporter|sales-growth,,,sales_growth,Y,L2:prescreen-Y+fp=sales_growth,Low,new_unique,assadinia_2019
388,"R&D internationalization, product diversification and international performance for emerging market enterprises: An empirical study on Chinese enterprises","Tang, Chunhui; Tang, Yaojia; Su, Shengwei",2019,EUROPEAN MANAGEMENT JOURNAL,10.1016/j.emj.2018.11.003,crossref_score=75,Tang_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,tang_2019
389,The Relative Effects of Entrepreneurial Characteristics and Government Support on the Internationalisation and Performance of Malaysian SMEs,"Idris, Aida; Saad, Mohd Najib",2019,SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,10.21002/seam.v13i1.10757,crossref_score=68,Idris_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,idris_2019
390,Take your time: Examining when green innovation affects financial performance in multinationals,"Rezende, Ligia de Azevedo; Bansi, Ana Claudia; Rodrigues Alves, Marlon Fernandes; Ribeiro Galina, Simone Vasconcelos",2019,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2019.06.135,crossref_score=80,Rezende_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:prescreen-Y+fp=financial_perf,Y,INCL:MNE|financial-perf,,other,financial_perf,Y,L2:prescreen-Y+fp=financial_perf,Low,new_unique,rezende_2019
393,Detecting learning-by-exporting effects on firms' productivity distribution by accounting for heterogeneous macrofactors and panel attrition,"Ferrante, Maria R.; Freo, Marzia",2019,WORLD ECONOMY,10.1111/twec.12807,crossref_score=88,Ferrante_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:exporter+fp-confirmed,UNSURE,WEAK-INCL:exporter,,,,Y,L2:exporter+fp-confirmed,Low,new_unique,ferrante_2019
394,Internationalization and Performance of SMEs in Masan Free Trade Zone (Korea): The Direct and Moderating Effects of Firm Size,"Lee, Sunhae; Park, Sae Woon; Namgung, Dam",2019,JOURNAL OF KOREA TRADE,10.35611/jkt.2019.23.4.30,crossref_score=78,Lee_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,1,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,lee_2019
395,Effectiveness of Export Support Programs: Impact on the Relational Capital and International Performance of Early Internationalizing Small Businesses,"Catanzaro, Alexis; Messeghem, Karim; Sammut, Sylvie",2019,JOURNAL OF SMALL BUSINESS MANAGEMENT,10.1111/jsbm.12489,crossref_score=84,Catanzaro_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,catanzaro_2019
397,Internationalization and hotel performance: Agglomeration-related moderators,"Woo, Linda; Assaf, A. George; Josiassen, Alexander; Kock, Florian",2019,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2019.03.007,crossref_score=62,Woo_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,woo_2019
398,Does persistence in internationalization and innovation influence firms' performance?,"Iandolo, Stefano; Ferragina, Anna Maria",2019,JOURNAL OF ECONOMIC STUDIES,10.1108/jes-04-2019-0152,crossref_score=66,Iandolo_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,iandolo_2019
399,R&D offshoring and home industry productivity,"de Rassenfosse, Gaetan; Thomson, Russell",2019,INDUSTRIAL AND CORPORATE CHANGE,,crossref_no_match,Rassenfosse_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:subsidiaries+fp,UNSURE,WEAK-INCL:subsidiaries,,,,Y,L2:subsidiaries+fp,Low,new_unique,rassenfosse_2019
403,Does Efficient Social-Network Structure Benefit the Performance of Business Groups and Core Firms? The Underlying Mediation Mechanism for Small World Network Structure and Internationalization in Cross-Level Business Group Network,"Chen, Ying-Yu",2019,NTU MANAGEMENT REVIEW,,crossref_no_match,Chen_2019,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,chen_2019
408,Inward FDI and Skilled Labour Force in Veneto Industrial Districts,"Barzotto, Mariachiara; Mariotti, Ilaria",2018,AGGLOMERATION AND FIRM PERFORMANCE,10.1007/978-3-319-90575-4_5,crossref_score=91,Barzotto_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:prescreen-Y+fp=firm_performance,Y,INCL:FDI|firm-performance,,FDI,firm_performance,Y,L2:prescreen-Y+fp=firm_performance,Medium,new_unique,barzotto_2018
412,"Exploring the Relationship Between Internationalization Stage, Innovation, and Performance: The Case of Spanish Companies","Freixanet, Joan; Churakova, Iya",2018,INTERNATIONAL JOURNAL OF BUSINESS,,crossref_no_match,Freixanet_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,freixanet_2018
414,"Exporting, access of foreign technology, and firms' performance: Searching the link in Indian manufacturing","Sharma, Chandan",2018,QUARTERLY REVIEW OF ECONOMICS AND FINANCE,10.1016/j.qref.2017.11.015,crossref_score=72,Sharma_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:exporter+fp-confirmed,UNSURE,WEAK-INCL:exporter,2,,,Y,L2:exporter+fp-confirmed,Low,new_unique,sharma_2018
415,Internationalization and performance: the role of depth and breadth,"Velez-Calle, Andres; Sanchez-Henriquez, Fernando; Contractor, Farok",2018,ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,,crossref_no_match,VelezCalle_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,velezcalle_2018
416,Firm Size and Performance with special reference to Multinational Pharmaceutical Firms,"Sophia, S. Felix; Gayathri, J.",2018,PACIFIC BUSINESS REVIEW INTERNATIONAL,,crossref_no_match,Sophia_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,Low,new_unique,sophia_2018
420,"The impact of technology capability, human resources, internationalization, market resources, and customer satisfaction on annual sales growth rates of Korean software firms","Lee, Seung Hyun; Leem, Choon Seong; Bae, Dae Jung",2018,INFORMATION TECHNOLOGY & MANAGEMENT,10.1007/s10799-018-0287-2,crossref_score=91,Lee_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|sales-growth,1,other,sales_growth,Y,L2:title-I+P-confirmed,Medium,new_unique,lee_2018
421,"Firm Performance among Internationalized SMEs: The Interplay of Market Orientation, Marketing Capability and Digitalization","Joensuu-Salo, Sanna; Sorama, Kirsti; Viljamaa, Anmari; Varamaeki, Elina",2018,ADMINISTRATIVE SCIENCES,10.3390/admsci8030031,crossref_score=97,JoensuuSalo_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,joensuusalo_2018
422,"Foreign currency borrowing, exports and firm performance: evidence from a currency crisis","Bougheas, Spiros; Lim, Hosung; Mateut, Simona; Mizen, Paul; Yalcin, Cihan",2018,EUROPEAN JOURNAL OF FINANCE,10.1080/1351847x.2017.1421246,crossref_score=90,Bougheas_2018,,,,,,,,,,,,,3,,,,,,,Y,L2:prescreen-Y+fp=firm_performance,Y,INCL:firm-performance,,,firm_performance,Y,L2:prescreen-Y+fp=firm_performance,Low,new_unique,bougheas_2018
