dataset,country,year,website,foreign_tech,product_innov,process_innov,rd_spending,quality_cert,epayment_pct,epay_supp_pct,total_sales,employees,ln_labor_prod,ln_empl,export_pct,exporter,firm_age,manager_exp,foreign_own,TCI_thin,TCI_full,DAI_thin,DAI_rich
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,50000000000.0,650.0,18.158316479484874,6.476972362889683,0.0,0.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,234000000000.0,151.0,21.161307115489187,5.017279836814924,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,,8.0,,2.0794415416798357,100.0,1.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,1.0,,,,1.0,,,200000000000.0,281.0,20.3832285341607,5.638354669333745,5.0,1.0,2,3,0.0,1.0,1.0,1.0,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,50000000000.0,50.0,20.72326583694641,3.912023005428146,0.0,0.0,2,2,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,108000000000.0,50.0,21.493374058642484,3.912023005428146,20.0,1.0,2,2,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,50000000000.0,30.0,21.234091460712403,3.4011973816621555,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,1.0,,,,0.0,,,8500000000.0,87.0,18.397423881788097,4.465908118654584,0.0,0.0,2,3,0.0,0.5,0.5,0.5,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,239000000000.0,350.0,20.34179623439446,5.857933154483459,0.0,0.0,2,3,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,2300000000000.0,286.0,22.8079384280438,5.655991810819852,80.0,1.0,2,3,10.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,27000000000.0,200.0,18.720785336402702,5.298317366548036,1.0,1.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,340000000000.0,1100.0,19.549145995770157,7.003065458786462,3.0,1.0,1,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,28500000000.0,68.0,19.85366221904491,4.219507705176107,10.0,1.0,1,2,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,1.0,1.0,,,,0.0,,,280000000000.0,300.0,20.65427296545946,5.703782474656201,0.0,0.0,1,2,0.0,0.5,0.5,1.0,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,289000000000.0,151.0,21.37241268824392,5.017279836814924,40.0,1.0,1,1,100.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,,,,,1.0,,,2000000000.0,10.0,19.11382792451231,2.302585092994046,0.0,0.0,2,2,0.0,1.0,1.0,1.0,1.0
VNM_2009,VNM,2009,0.0,1.0,,,,0.0,,,24000000000.0,60.0,19.806975105072254,4.0943445622221,0.0,0.0,2,2,0.0,0.5,0.5,0.5,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,27000000000.0,67.0,19.814410083559775,4.204692619390966,0.0,0.0,2,2,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,1.0,1.0,,,,1.0,,,60000000000.0,125.0,19.98929666186621,4.8283137373023015,0.0,0.0,2,3,0.0,1.0,1.0,1.0,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,836000000000.0,400.0,21.46042990292313,5.991464547107982,10.0,1.0,1,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,1.0,1.0,,,,1.0,,,,102.0,,4.624972813284271,30.0,1.0,2,2,0.0,1.0,1.0,1.0,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,40000000000.0,200.0,19.11382792451231,5.298317366548036,0.0,0.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,15000000000.0,80.0,19.04928940337474,4.382026634673881,0.0,0.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,3900000000.0,12.0,19.599335740294013,2.4849066497880004,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,4000000000.0,20.0,19.11382792451231,2.995732273553991,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,88000000000.0,145.0,20.223868909004043,4.976733742420574,0.0,0.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,6800000000.0,215.0,17.269550421000808,5.3706380281276624,100.0,1.0,2,3,18.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,1.0,,,,0.0,,,35000000000.0,2100.0,16.62892127472431,7.649692623711514,100.0,1.0,2,3,0.0,0.5,0.5,1.0,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,7800000000.0,200.0,17.47907220409392,5.298317366548036,100.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,91000000000.0,185.0,20.013769518384937,5.220355825078324,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,15000000000.0,10.0,21.128730945054574,2.302585092994046,15.0,1.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,3800000000.0,14.0,19.419209574063494,2.6390573296152584,100.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,,,,,0.0,,,30000000000.0,20.0,21.128730945054574,2.995732273553991,0.0,0.0,2,2,0.0,0.0,0.0,1.0,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,15000000000.0,90.0,18.931506367718356,4.499809670330265,25.0,1.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,1150000000.0,13.0,18.298078421860033,2.5649493574615367,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,100000000000.0,130.0,20.46090157247892,4.867534450455582,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,33000000000.0,134.0,19.32193359846198,4.897839799950911,0.0,0.0,2,2,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,17500000000.0,30.0,20.184269336213724,3.4011973816621555,80.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,120000000000.0,190.0,20.26373350756797,5.247024072160486,0.0,0.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,63000000000.0,68.0,20.646892858161838,4.219507705176107,1.0,1.0,2,3,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,33000000000.0,120.0,19.432281655630845,4.787491742782046,60.0,1.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,1.0,,,,1.0,,,253000000000.0,700.0,19.705574990630527,6.551080335043404,0.0,0.0,2,3,8.0,1.0,1.0,1.0,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,82000000000.0,27.0,21.834148218206334,3.295836866004329,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,54000000000.0,110.0,20.01176951771827,4.700480365792417,90.0,1.0,2,3,55.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,240000000000.0,225.0,20.78780435808398,5.41610040220442,0.0,0.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,370000000000.0,280.0,21.00197923941543,5.634789603169249,0.0,0.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,,120.0,,4.787491742782046,95.0,1.0,1,3,100.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,107000000000.0,860.0,18.639162282160765,6.756932389247553,84.0,1.0,2,3,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,240000000000.0,1200.0,19.11382792451231,7.090076835776092,100.0,1.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,120000000000.0,700.0,18.959677244685054,6.551080335043404,50.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,4000000000.0,40.0,18.420680743952367,3.6888794541139363,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,300000000000.0,150.0,21.416413017506358,5.0106352940962555,1.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,44144000000.0,334.0,18.699581861444642,5.811140992976701,0.0,0.0,2,3,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,49000000000.0,485.0,18.430937244119555,6.184148890937483,0.0,0.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,66213784837.0,319.0,19.1509634055938,5.765191102784844,100.0,1.0,2,3,2.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,1.0,,,,1.0,,,84870000000.0,125.0,20.336072773625695,4.8283137373023015,62.0,1.0,2,2,70.0,1.0,1.0,0.5,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,55000000000.0,210.0,19.383491491461413,5.3471075307174685,10.0,1.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,3600000000.0,35.0,18.44885162091906,3.5553480614894135,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,13000000000.0,85.0,18.845563937917632,4.442651256490317,30.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,,500.0,,6.214608098422191,70.0,1.0,1,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,18000000000.0,400.0,17.622173047734595,5.991464547107982,100.0,1.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,13000000000.0,316.0,17.532472980821037,5.755742213586912,80.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,6000000000.0,220.0,17.121397759822106,5.393627546352362,100.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,32000000000.0,7.0,22.243091590690824,1.9459101490553132,100.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,7200000000.0,239.0,17.22088331103691,5.476463551931511,100.0,1.0,2,3,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,16000000000.0,400.0,17.50439001207821,5.991464547107982,100.0,1.0,2,3,100.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,20000000000.0,1670.0,16.2984192050896,7.4205789054108005,100.0,1.0,2,3,100.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,1.0,,,1363000000.0,30.0,17.63175660799865,3.4011973816621555,5.0,1.0,1,3,0.0,1.0,1.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,40000000000.0,1000.0,17.50439001207821,6.907755278982137,100.0,1.0,1,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,3900000000.0,38.0,18.446656230355625,3.6375861597263857,20.0,1.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,23000000000.0,500.0,17.64415195445337,6.214608098422191,80.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,170000000000.0,185.0,20.638708448918347,5.220355825078324,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,50000000000.0,200.0,19.33697147582652,5.298317366548036,5.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,1100000000000.0,830.0,21.00490559494223,6.721425700790643,2.0,1.0,2,3,20.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,26000000000.0,60.0,19.887017812745793,4.0943445622221,20.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,7200000000.0,43.0,18.936146747274858,3.7612001156935624,0.0,0.0,2,2,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,310000000000.0,240.0,20.97919921108361,5.480638923341991,12.0,1.0,1,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,1.0,,,,1.0,,,2139700000000.0,1385.0,21.15823132959788,7.233455418621439,0.0,0.0,2,3,70.0,1.0,1.0,1.0,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,19000000000.0,40.0,19.978825361998915,3.6888794541139363,100.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,3000000000.0,26.0,18.563781587593038,3.258096538021482,30.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,27000000000.0,120.0,19.231610960168695,4.787491742782046,0.0,0.0,2,2,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,30000000000.0,30.0,20.72326583694641,3.4011973816621555,10.0,1.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,4000000000.0,35.0,18.554212136576886,3.5553480614894135,20.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2844000000.0,15.0,19.060427147785195,2.70805020110221,20.0,1.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,1.0,,,,1.0,,,90000000000.0,180.0,20.030118656386467,5.19295685089021,2.0,1.0,2,3,0.0,1.0,1.0,0.5,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,18000000000.0,150.0,18.60300230074632,5.0106352940962555,0.0,0.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,232000000000.0,325.0,20.386178026282984,5.783825182329737,10.0,1.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,4400000000.0,42.0,18.467200759587257,3.7376696182833684,0.0,0.0,2,2,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,,71.0,,4.2626798770413155,10.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,20102000000.0,105.0,19.070124799391436,4.653960350157523,100.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,40000000000.0,35.0,20.856797229570933,3.5553480614894135,20.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,8000000000.0,50.0,18.890684373198102,3.912023005428146,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,8200000000.0,87.0,18.361491872562034,4.465908118654584,0.0,0.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,230000000000.0,130.0,21.293810695414024,4.867534450455582,30.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,50000000000.0,200.0,19.33697147582652,5.298317366548036,0.0,0.0,2,3,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,17000000000.0,95.0,19.002602289402088,4.553876891600541,90.0,1.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,19000000000.0,35.0,20.112356754623438,3.5553480614894135,90.0,1.0,2,2,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,8762000000.0,113.0,18.166302207625776,4.727387818712341,7.0,1.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,40000000000.0,25.0,21.193269466192145,3.2188758248682006,10.0,1.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,268000000000.0,1200.0,19.224175981681178,7.090076835776092,10.0,1.0,1,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,14000000000.0,361.0,17.47344520822879,5.8888779583328805,60.0,1.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2000000000.0,48.0,17.545212006598465,3.871201010907891,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,10402000000.0,70.0,18.816768690247933,4.248495242049359,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,15000000000.0,100.0,18.82614585206053,4.605170185988092,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,30000000000.0,150.0,19.11382792451231,5.0106352940962555,0.0,0.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,,,,23000000000.0,135.0,18.95348527443713,4.90527477843843,0.0,0.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,41000000000.0,240.0,18.956198980308727,5.480638923341991,0.0,0.0,2,3,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,55000000000.0,520.0,18.47677021060341,6.253828811575473,0.0,0.0,2,3,0.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,11000000000.0,181.0,17.922664078478956,5.198497031265826,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,2000000000.0,21.0,18.371890579782935,3.044522437723423,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,26000000000.0,45.0,20.174699885197573,3.8066624897703196,0.0,0.0,2,2,100.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,16000000000.0,6.0,21.704095089958138,1.791759469228055,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,29142000000.0,57.0,20.052395001703523,4.04305126783455,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,3000000000.0,13.0,19.256928768152985,2.5649493574615367,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,30000000000.0,130.0,19.256928768152985,4.867534450455582,0.0,0.0,1,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,440000000000.0,255.0,21.26877701870029,5.541263545158426,11.0,1.0,2,3,75.0,0.5,0.5,0.5,1.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,25000000000.0,80.0,19.560115027140732,4.382026634673881,0.0,0.0,2,2,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,1.0,,,540000000000.0,650.0,20.537862613615047,6.476972362889683,3.0,1.0,2,3,0.0,0.5,0.5,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,1600000000.0,100.0,16.588099280204055,4.605170185988092,20.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,,,,,0.0,,,7600000000.0,45.0,18.944751594468375,3.8066624897703196,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,0.0,0.0,,,,0.0,,,4700000000.0,50.0,18.358805340234277,3.912023005428146,20.0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,2500000000.0,10.0,19.33697147582652,2.302585092994046,60.0,1.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,0.0,,,82000000000.0,25.0,21.911109259342464,3.2188758248682006,90.0,1.0,2,3,0.0,0.0,0.0,0.5,1.0
VNM_2009,VNM,2009,1.0,0.0,,,,1.0,,,2000000000.0,30.0,18.0152156358442,3.4011973816621555,0.0,0.0,2,2,0.0,0.5,0.5,0.5,1.0
