country,year,firm_id,product_innov,process_innov,rd_spending
Azerbaijan,2024,1526952,1.0,0.0,1.0
Azerbaijan,2024,1526953,0.0,0.0,0.0
Azerbaijan,2024,1526954,0.0,0.0,0.0
Azerbaijan,2024,1526955,0.0,0.0,0.0
Azerbaijan,2024,1526956,1.0,0.0,1.0
Azerbaijan,2024,1526957,0.0,1.0,1.0
Azerbaijan,2024,1526958,0.0,0.0,0.0
Azerbaijan,2024,1526959,0.0,0.0,0.0
Azerbaijan,2024,1526960,1.0,0.0,0.0
Azerbaijan,2024,1526961,1.0,1.0,1.0
Azerbaijan,2024,1526962,0.0,0.0,0.0
Azerbaijan,2024,1526963,0.0,0.0,0.0
Azerbaijan,2024,1526964,0.0,1.0,0.0
Azerbaijan,2024,1526965,0.0,0.0,0.0
Azerbaijan,2024,1526966,1.0,1.0,0.0
Azerbaijan,2024,1526967,1.0,0.0,0.0
Azerbaijan,2024,1526968,1.0,0.0,0.0
Azerbaijan,2024,1526969,0.0,0.0,1.0
Azerbaijan,2024,1526970,0.0,0.0,
Azerbaijan,2024,1526971,0.0,0.0,0.0
Azerbaijan,2024,1526972,0.0,0.0,0.0
Azerbaijan,2024,1526973,0.0,0.0,0.0
Azerbaijan,2024,1526974,0.0,0.0,0.0
Azerbaijan,2024,1526975,0.0,0.0,0.0
Azerbaijan,2024,1526976,1.0,0.0,1.0
Azerbaijan,2024,1526977,1.0,1.0,1.0
Azerbaijan,2024,1526978,0.0,0.0,0.0
Azerbaijan,2024,1526979,0.0,0.0,0.0
Azerbaijan,2024,1526980,0.0,0.0,0.0
Azerbaijan,2024,1526981,0.0,0.0,0.0
Azerbaijan,2024,1526982,1.0,0.0,0.0
Azerbaijan,2024,1526983,1.0,0.0,
Azerbaijan,2024,1526984,0.0,0.0,0.0
Azerbaijan,2024,1526985,0.0,0.0,0.0
Azerbaijan,2024,1526986,0.0,0.0,0.0
Azerbaijan,2024,1526987,0.0,0.0,0.0
Azerbaijan,2024,1526988,0.0,0.0,0.0
Azerbaijan,2024,1526989,1.0,0.0,0.0
Azerbaijan,2024,1526990,0.0,0.0,0.0
Azerbaijan,2024,1526991,,,0.0
Azerbaijan,2024,1526992,0.0,0.0,0.0
Azerbaijan,2024,1526993,0.0,0.0,
Azerbaijan,2024,1526994,0.0,0.0,1.0
Azerbaijan,2024,1526995,0.0,0.0,
Azerbaijan,2024,1526996,0.0,0.0,0.0
Azerbaijan,2024,1526997,0.0,0.0,0.0
Azerbaijan,2024,1526998,0.0,0.0,0.0
Azerbaijan,2024,1526999,0.0,0.0,
Azerbaijan,2024,1527000,0.0,0.0,0.0
Azerbaijan,2024,1527001,1.0,1.0,1.0
Azerbaijan,2024,1527002,0.0,0.0,0.0
Azerbaijan,2024,1527003,0.0,0.0,0.0
Azerbaijan,2024,1527004,0.0,0.0,0.0
Azerbaijan,2024,1527005,1.0,0.0,0.0
Azerbaijan,2024,1527006,0.0,0.0,0.0
Azerbaijan,2024,1527007,0.0,0.0,0.0
Azerbaijan,2024,1527008,1.0,0.0,0.0
Azerbaijan,2024,1527009,1.0,1.0,1.0
Azerbaijan,2024,1527010,1.0,0.0,0.0
Azerbaijan,2024,1527011,0.0,0.0,0.0
Azerbaijan,2024,1527012,0.0,0.0,0.0
Azerbaijan,2024,1527013,0.0,0.0,0.0
Azerbaijan,2024,1527014,1.0,1.0,1.0
Azerbaijan,2024,1527015,0.0,0.0,0.0
Azerbaijan,2024,1527016,1.0,1.0,0.0
Azerbaijan,2024,1527017,1.0,1.0,1.0
Azerbaijan,2024,1527018,1.0,0.0,0.0
Azerbaijan,2024,1527019,0.0,1.0,0.0
Azerbaijan,2024,1527020,0.0,0.0,
Azerbaijan,2024,1527021,0.0,0.0,0.0
Azerbaijan,2024,1527022,0.0,0.0,0.0
Azerbaijan,2024,1527023,0.0,0.0,0.0
Azerbaijan,2024,1527024,0.0,0.0,0.0
Azerbaijan,2024,1527025,0.0,0.0,0.0
Azerbaijan,2024,1527026,0.0,0.0,0.0
Azerbaijan,2024,1527027,1.0,0.0,0.0
Azerbaijan,2024,1527028,0.0,0.0,0.0
Azerbaijan,2024,1527029,0.0,0.0,0.0
Azerbaijan,2024,1527030,0.0,0.0,0.0
Azerbaijan,2024,1527031,0.0,0.0,0.0
Azerbaijan,2024,1527032,0.0,0.0,0.0
Azerbaijan,2024,1527033,0.0,0.0,0.0
Azerbaijan,2024,1527034,0.0,0.0,0.0
Azerbaijan,2024,1527035,1.0,0.0,0.0
Azerbaijan,2024,1527036,1.0,0.0,0.0
Azerbaijan,2024,1527037,0.0,0.0,0.0
Azerbaijan,2024,1527038,0.0,0.0,0.0
Azerbaijan,2024,1527039,0.0,0.0,1.0
Azerbaijan,2024,1527040,0.0,0.0,0.0
Azerbaijan,2024,1527041,0.0,0.0,0.0
Azerbaijan,2024,1527042,0.0,0.0,1.0
Azerbaijan,2024,1527043,0.0,1.0,1.0
Azerbaijan,2024,1527044,1.0,1.0,1.0
Azerbaijan,2024,1527045,1.0,1.0,1.0
Azerbaijan,2024,1527046,0.0,,
Azerbaijan,2024,1527047,1.0,0.0,0.0
Azerbaijan,2024,1527048,0.0,0.0,0.0
Azerbaijan,2024,1527049,0.0,0.0,1.0
Azerbaijan,2024,1527050,0.0,0.0,0.0
Azerbaijan,2024,1527051,0.0,0.0,0.0
Azerbaijan,2024,1527052,1.0,1.0,1.0
Azerbaijan,2024,1527053,0.0,0.0,0.0
Azerbaijan,2024,1527054,1.0,0.0,
Azerbaijan,2024,1527055,0.0,0.0,0.0
Azerbaijan,2024,1527056,0.0,0.0,0.0
Azerbaijan,2024,1527057,0.0,0.0,0.0
Azerbaijan,2024,1527058,0.0,0.0,0.0
Azerbaijan,2024,1527059,0.0,0.0,0.0
Azerbaijan,2024,1527060,0.0,0.0,0.0
Azerbaijan,2024,1527061,0.0,0.0,
Azerbaijan,2024,1527062,0.0,0.0,0.0
Azerbaijan,2024,1527063,0.0,0.0,0.0
Azerbaijan,2024,1527064,0.0,0.0,0.0
Azerbaijan,2024,1527065,0.0,0.0,0.0
Azerbaijan,2024,1527066,1.0,1.0,1.0
Azerbaijan,2024,1527067,0.0,0.0,1.0
Azerbaijan,2024,1527068,0.0,0.0,0.0
Azerbaijan,2024,1527069,0.0,0.0,0.0
Azerbaijan,2024,1527070,0.0,0.0,0.0
Azerbaijan,2024,1527071,0.0,0.0,0.0
Azerbaijan,2024,1527072,0.0,0.0,0.0
Azerbaijan,2024,1527073,0.0,0.0,0.0
Azerbaijan,2024,1527074,1.0,0.0,1.0
Azerbaijan,2024,1527075,0.0,0.0,0.0
Azerbaijan,2024,1527076,0.0,0.0,0.0
Azerbaijan,2024,1527077,0.0,0.0,0.0
Azerbaijan,2024,1527078,0.0,0.0,0.0
Azerbaijan,2024,1527079,,,0.0
Azerbaijan,2024,1527080,0.0,0.0,0.0
Azerbaijan,2024,1527081,0.0,0.0,0.0
Azerbaijan,2024,1527082,0.0,0.0,0.0
Azerbaijan,2024,1527083,0.0,0.0,0.0
Azerbaijan,2024,1527084,0.0,0.0,0.0
Azerbaijan,2024,1527085,0.0,0.0,0.0
Azerbaijan,2024,1527086,0.0,0.0,0.0
Azerbaijan,2024,1527087,0.0,0.0,0.0
Azerbaijan,2024,1527088,0.0,0.0,0.0
Azerbaijan,2024,1527089,0.0,0.0,0.0
Azerbaijan,2024,1527090,0.0,0.0,0.0
Azerbaijan,2024,1527091,0.0,0.0,0.0
Azerbaijan,2024,1527092,0.0,0.0,0.0
Azerbaijan,2024,1527093,0.0,0.0,0.0
Azerbaijan,2024,1527094,1.0,1.0,1.0
Azerbaijan,2024,1527095,0.0,0.0,0.0
Azerbaijan,2024,1527096,1.0,0.0,0.0
Azerbaijan,2024,1527097,1.0,0.0,0.0
Azerbaijan,2024,1527098,0.0,0.0,1.0
Azerbaijan,2024,1527099,0.0,0.0,0.0
Azerbaijan,2024,1527100,1.0,0.0,0.0
Azerbaijan,2024,1527101,0.0,0.0,
Azerbaijan,2024,1527102,0.0,1.0,1.0
Azerbaijan,2024,1527103,0.0,0.0,0.0
Azerbaijan,2024,1527104,0.0,0.0,0.0
Azerbaijan,2024,1527105,0.0,0.0,0.0
Azerbaijan,2024,1527106,0.0,0.0,0.0
Azerbaijan,2024,1527107,0.0,0.0,0.0
Azerbaijan,2024,1527108,1.0,0.0,0.0
Azerbaijan,2024,1527109,0.0,0.0,0.0
Azerbaijan,2024,1527110,1.0,1.0,0.0
Azerbaijan,2024,1527111,0.0,0.0,0.0
Azerbaijan,2024,1527112,1.0,1.0,1.0
Azerbaijan,2024,1527113,1.0,0.0,1.0
Azerbaijan,2024,1527114,0.0,0.0,0.0
Azerbaijan,2024,1527115,1.0,0.0,0.0
Azerbaijan,2024,1527116,0.0,0.0,0.0
Azerbaijan,2024,1527117,0.0,0.0,
Azerbaijan,2024,1527118,0.0,0.0,0.0
Azerbaijan,2024,1527119,0.0,0.0,
Azerbaijan,2024,1527120,0.0,0.0,0.0
Azerbaijan,2024,1527121,1.0,0.0,0.0
Azerbaijan,2024,1527122,0.0,0.0,
Azerbaijan,2024,1527123,0.0,0.0,0.0
Azerbaijan,2024,1527124,0.0,0.0,0.0
Azerbaijan,2024,1527125,0.0,0.0,
Azerbaijan,2024,1527126,0.0,0.0,0.0
Azerbaijan,2024,1527127,1.0,1.0,1.0
Azerbaijan,2024,1527128,0.0,0.0,0.0
Azerbaijan,2024,1527129,0.0,0.0,0.0
Azerbaijan,2024,1527130,0.0,0.0,0.0
Azerbaijan,2024,1527131,0.0,0.0,1.0
Azerbaijan,2024,1527132,1.0,1.0,1.0
Azerbaijan,2024,1527133,0.0,0.0,0.0
Azerbaijan,2024,1527134,0.0,0.0,0.0
Azerbaijan,2024,1527135,0.0,0.0,0.0
Azerbaijan,2009,445012,1.0,,
Azerbaijan,2009,445018,1.0,,
Azerbaijan,2009,445028,1.0,,
Azerbaijan,2009,445070,1.0,,
Azerbaijan,2009,445106,0.0,,
Azerbaijan,2009,445115,1.0,,
Azerbaijan,2009,445116,1.0,,
Azerbaijan,2009,445153,1.0,,
Azerbaijan,2009,445207,1.0,,
Azerbaijan,2009,445215,0.0,,
Azerbaijan,2009,445225,1.0,,
Azerbaijan,2009,445250,0.0,,
Azerbaijan,2009,445253,0.0,,
Azerbaijan,2009,445299,1.0,,
Azerbaijan,2009,445354,0.0,,
Azerbaijan,2009,445030,1.0,,
Azerbaijan,2009,445031,0.0,,
Azerbaijan,2009,445034,1.0,,
Azerbaijan,2009,445049,1.0,,
Azerbaijan,2009,445056,1.0,,
Azerbaijan,2009,445057,1.0,,
Azerbaijan,2009,445059,0.0,,
Azerbaijan,2009,445060,1.0,,
Azerbaijan,2009,445064,1.0,,
Azerbaijan,2009,445071,1.0,,
Azerbaijan,2009,445080,1.0,,
Azerbaijan,2009,445086,1.0,,
Azerbaijan,2009,445101,0.0,,
Azerbaijan,2009,445119,1.0,,
Azerbaijan,2009,445123,1.0,,
Azerbaijan,2009,445130,1.0,,
Azerbaijan,2009,445144,0.0,,
Azerbaijan,2009,445154,1.0,,
Azerbaijan,2009,445155,1.0,,
Azerbaijan,2009,445168,0.0,,
Azerbaijan,2009,445169,0.0,,
Azerbaijan,2009,445172,0.0,,
Azerbaijan,2009,445193,0.0,,
Azerbaijan,2009,445199,0.0,,
Azerbaijan,2009,445204,0.0,,
Azerbaijan,2009,445209,1.0,,
Azerbaijan,2009,445218,0.0,,
Azerbaijan,2009,445224,1.0,,
Azerbaijan,2009,445228,0.0,,
Azerbaijan,2009,445231,1.0,,
Azerbaijan,2009,445232,0.0,,
Azerbaijan,2009,445238,0.0,,
Azerbaijan,2009,445239,1.0,,
Azerbaijan,2009,445251,0.0,,
Azerbaijan,2009,445255,0.0,,
Azerbaijan,2009,445257,1.0,,
Azerbaijan,2009,445260,0.0,,
Azerbaijan,2009,445262,0.0,,
Azerbaijan,2009,445263,1.0,,
Azerbaijan,2009,445264,0.0,,
Azerbaijan,2009,445270,1.0,,
Azerbaijan,2009,445273,0.0,,
Azerbaijan,2009,445276,0.0,,
Azerbaijan,2009,445286,0.0,,
Azerbaijan,2009,445291,1.0,,
Azerbaijan,2009,445292,1.0,,
Azerbaijan,2009,445295,1.0,,
Azerbaijan,2009,445314,0.0,,
Azerbaijan,2009,445316,0.0,,
Azerbaijan,2009,445319,1.0,,
Azerbaijan,2009,445324,0.0,,
Azerbaijan,2009,445346,0.0,,
Azerbaijan,2009,445347,1.0,,
Azerbaijan,2009,445370,0.0,,
Azerbaijan,2009,445001,0.0,,
Azerbaijan,2009,445002,1.0,,
Azerbaijan,2009,445003,1.0,,
Azerbaijan,2009,445004,0.0,,
Azerbaijan,2009,445005,0.0,,
Azerbaijan,2009,445006,0.0,,
Azerbaijan,2009,445007,0.0,,
Azerbaijan,2009,445008,0.0,,
Azerbaijan,2009,445009,0.0,,
Azerbaijan,2009,445010,0.0,,
Azerbaijan,2009,445011,1.0,,
Azerbaijan,2009,445013,1.0,,
Azerbaijan,2009,445014,1.0,,
Azerbaijan,2009,445015,0.0,,
Azerbaijan,2009,445016,1.0,,
Azerbaijan,2009,445017,0.0,,
Azerbaijan,2009,445019,1.0,,
Azerbaijan,2009,445020,0.0,,
Azerbaijan,2009,445021,0.0,,
Azerbaijan,2009,445022,0.0,,
Azerbaijan,2009,445023,0.0,,
Azerbaijan,2009,445024,1.0,,
Azerbaijan,2009,445025,0.0,,
Azerbaijan,2009,445026,1.0,,
Azerbaijan,2009,445027,0.0,,
Azerbaijan,2009,445029,1.0,,
Azerbaijan,2009,445032,0.0,,
Azerbaijan,2009,445033,0.0,,
Azerbaijan,2009,445035,1.0,,
Azerbaijan,2009,445036,0.0,,
Azerbaijan,2009,445037,1.0,,
Azerbaijan,2009,445038,1.0,,
Azerbaijan,2009,445039,1.0,,
Azerbaijan,2009,445040,0.0,,
Azerbaijan,2009,445041,0.0,,
Azerbaijan,2009,445042,0.0,,
Azerbaijan,2009,445043,1.0,,
Azerbaijan,2009,445044,1.0,,
Azerbaijan,2009,445045,0.0,,
Azerbaijan,2009,445046,1.0,,
Azerbaijan,2009,445047,0.0,,
Azerbaijan,2009,445048,1.0,,
Azerbaijan,2009,445050,1.0,,
Azerbaijan,2009,445051,1.0,,
Azerbaijan,2009,445052,0.0,,
Azerbaijan,2009,445053,1.0,,
Azerbaijan,2009,445054,0.0,,
Azerbaijan,2009,445055,1.0,,
Azerbaijan,2009,445058,0.0,,
Azerbaijan,2009,445061,0.0,,
Azerbaijan,2009,445062,0.0,,
Azerbaijan,2009,445063,1.0,,
Azerbaijan,2009,445065,1.0,,
Azerbaijan,2009,445066,1.0,,
Azerbaijan,2009,445067,1.0,,
Azerbaijan,2009,445068,0.0,,
Azerbaijan,2009,445069,0.0,,
Azerbaijan,2009,445072,1.0,,
Azerbaijan,2009,445073,0.0,,
Azerbaijan,2009,445074,0.0,,
Azerbaijan,2009,445075,0.0,,
Azerbaijan,2009,445076,1.0,,
Azerbaijan,2009,445077,0.0,,
Azerbaijan,2009,445078,0.0,,
Azerbaijan,2009,445079,0.0,,
Azerbaijan,2009,445081,0.0,,
Azerbaijan,2009,445082,1.0,,
Azerbaijan,2009,445083,0.0,,
Azerbaijan,2009,445084,0.0,,
Azerbaijan,2009,445085,0.0,,
Azerbaijan,2009,445087,0.0,,
Azerbaijan,2009,445088,0.0,,
Azerbaijan,2009,445089,0.0,,
Azerbaijan,2009,445090,0.0,,
Azerbaijan,2009,445091,1.0,,
Azerbaijan,2009,445092,0.0,,
Azerbaijan,2009,445093,0.0,,
Azerbaijan,2009,445094,0.0,,
Azerbaijan,2009,445095,0.0,,
Azerbaijan,2009,445096,1.0,,
Azerbaijan,2009,445097,0.0,,
Azerbaijan,2009,445098,0.0,,
Azerbaijan,2009,445099,0.0,,
Azerbaijan,2009,445100,0.0,,
Azerbaijan,2009,445102,0.0,,
Azerbaijan,2009,445103,0.0,,
Azerbaijan,2009,445104,0.0,,
Azerbaijan,2009,445105,1.0,,
Azerbaijan,2009,445107,0.0,,
Azerbaijan,2009,445108,0.0,,
Azerbaijan,2009,445109,0.0,,
Azerbaijan,2009,445110,0.0,,
Azerbaijan,2009,445111,0.0,,
Azerbaijan,2009,445112,0.0,,
Azerbaijan,2009,445113,0.0,,
Azerbaijan,2009,445114,0.0,,
Azerbaijan,2009,445117,1.0,,
Azerbaijan,2009,445118,1.0,,
Azerbaijan,2009,445120,1.0,,
Azerbaijan,2009,445121,0.0,,
Azerbaijan,2009,445122,0.0,,
Azerbaijan,2009,445124,1.0,,
Azerbaijan,2009,445125,0.0,,
Azerbaijan,2009,445126,0.0,,
Azerbaijan,2009,445127,0.0,,
Azerbaijan,2009,445128,0.0,,
Azerbaijan,2009,445129,0.0,,
Azerbaijan,2009,445131,0.0,,
Azerbaijan,2009,445132,0.0,,
Azerbaijan,2009,445133,0.0,,
Azerbaijan,2009,445134,1.0,,
Azerbaijan,2009,445135,0.0,,
Azerbaijan,2009,445136,1.0,,
Azerbaijan,2009,445137,0.0,,
Azerbaijan,2009,445138,0.0,,
Azerbaijan,2009,445139,0.0,,
Azerbaijan,2009,445140,1.0,,
Azerbaijan,2009,445141,1.0,,
Azerbaijan,2009,445142,0.0,,
Azerbaijan,2009,445143,0.0,,
Azerbaijan,2009,445145,0.0,,
Azerbaijan,2009,445146,1.0,,
Azerbaijan,2009,445147,0.0,,
Azerbaijan,2009,445148,1.0,,
Azerbaijan,2009,445149,0.0,,
Azerbaijan,2009,445150,1.0,,
Azerbaijan,2009,445151,1.0,,
Azerbaijan,2009,445152,0.0,,
Azerbaijan,2009,445156,1.0,,
Azerbaijan,2009,445157,0.0,,
Azerbaijan,2009,445158,1.0,,
Azerbaijan,2009,445159,1.0,,
Azerbaijan,2009,445160,0.0,,
Azerbaijan,2009,445161,0.0,,
Azerbaijan,2009,445162,1.0,,
Azerbaijan,2009,445163,1.0,,
Azerbaijan,2009,445164,0.0,,
Azerbaijan,2009,445165,0.0,,
Azerbaijan,2009,445166,1.0,,
